sra_accession,site_name,sequencing_lab,date,total_read_pairs,total_virus_hits,ra,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN55037916,"Columbia WWTP, MO",MU,2023-12-26,921045273,173610,0.0001884923630675,153362,18570,1296,266,0,0,3,0,0,0,113
SAMN52958976,"Columbia WWTP, MO",MU,2024-01-02,2631730289,605038,0.0002299012184223,551970,46734,4596,1201,0,0,0,1,0,0,536
SAMN52958977,"Columbia WWTP, MO",MU,2024-01-09,2484427743,1012437,0.0004075131598625,937068,66748,6850,1032,0,0,0,6,0,0,733
SAMN52958978,"Columbia WWTP, MO",MU,2024-01-16,1351694366,1168661,0.0008645896804751,1048234,110474,4141,3338,0,3,0,0,0,0,2471
SAMN52958979,"Columbia WWTP, MO",MU,2024-01-23,1341763590,5448028,0.004060348663955,5389134,48251,8872,1240,0,0,0,0,0,0,531
SAMN52958980,"Columbia WWTP, MO",MU,2024-01-30,1253032155,1554892,0.0012409035105727,1465130,83391,3840,561,0,0,0,0,0,0,1970
SAMN52958981,"Columbia WWTP, MO",MU,2024-02-06,1258957256,1520908,0.0012080696089971,1480077,31274,8611,533,0,0,0,0,0,0,413
SAMN52958982,"Columbia WWTP, MO",MU,2024-02-13,1542733982,4669701,0.0030268996823069,4632299,30675,5736,466,0,0,3,0,0,0,522
SAMN52958983,"Columbia WWTP, MO",MU,2024-02-20,1434992035,15518895,0.0108146210024085,15389945,61807,65339,775,0,0,3,2,0,0,1024
SAMN52958984,"Columbia WWTP, MO",MU,2024-02-27,1219639909,810938,0.0006648995281442,755046,50884,4665,101,0,0,0,0,0,0,242
SAMN52958985,"Columbia WWTP, MO",MU,2024-03-05,1342877563,986515,0.0007346276586795,946166,31521,8433,217,3,1,0,0,0,0,174
SAMN52958986,"Columbia WWTP, MO",MU,2024-03-12,1355105392,733328,0.0005411593845978,701527,22015,8979,621,1,0,0,0,0,0,185
SAMN52958987,"Columbia WWTP, MO",MU,2024-03-19,1388744532,350940,0.0002527030651883,335814,9534,5335,164,0,0,0,0,0,0,93
SAMN52958988,"Columbia WWTP, MO",MU,2024-03-26,1409519087,416194,0.000295273759567,388012,18306,9373,294,0,0,0,0,0,0,209
SAMN52958989,"Columbia WWTP, MO",MU,2024-04-02,1347722082,430855,0.0003196912818706,378420,42024,9802,452,1,0,0,0,0,0,156
SAMN52958990,"Columbia WWTP, MO",MU,2024-04-09,1423290914,370531,0.0002603339881926,335955,24616,9309,500,0,1,0,0,0,0,150
SAMN52958991,"Columbia WWTP, MO",MU,2024-04-16,1253715123,233813,0.0001864961151944,211412,16170,5876,219,0,0,0,0,0,0,136
SAMN52958992,"Columbia WWTP, MO",MU,2024-04-23,1306149209,760675,0.0005823798649944,714516,26182,19295,255,0,0,0,0,0,0,427
SAMN52958993,"Columbia WWTP, MO",MU,2024-04-30,1075420983,325896,0.0003030403954838,304715,16487,4162,166,0,0,0,0,0,0,366
SAMN52958994,"Columbia WWTP, MO",MU,2024-05-07,1173578461,454730,0.0003874730281028,343464,39792,71148,113,0,0,0,0,0,0,213
SAMN52958995,"Columbia WWTP, MO",MU,2024-05-14,1090240043,248443,0.0002278791735775,198675,20279,29118,254,0,0,0,0,0,0,117
SAMN52958996,"Columbia WWTP, MO",MU,2024-05-21,1280719174,233344,0.0001821976314067,164225,16943,51778,182,0,0,0,0,0,0,216
SAMN52958997,"Columbia WWTP, MO",MU,2024-05-28,1076527455,408722,0.0003796670471353,270019,49731,87787,108,0,0,0,0,0,0,1077
SAMN52958998,"Columbia WWTP, MO",MU,2024-06-04,1272223304,237524,0.0001866999285842,181637,28884,25573,136,0,0,0,0,0,0,1294
SAMN52958999,"Columbia WWTP, MO",MU,2024-06-11,2382228945,363233,0.0001524761088821,258158,75053,26358,550,0,0,0,0,0,0,3114
SAMN52959000,"Columbia WWTP, MO",MU,2024-06-18,1034913183,45473,4.39389513506661e-05,35295,9130,787,59,0,0,0,0,0,0,202
SAMN52959001,"Columbia WWTP, MO",MU,2024-06-25,2167366827,202303,9.334045233128412e-05,150392,47056,3131,324,0,0,0,0,0,0,1400
SAMN52959002,"Columbia WWTP, MO",MU,2024-07-02,2221311168,343624,0.0001546942206703,246678,89138,4630,536,0,1,0,0,0,0,2641
SAMN52959003,"Columbia WWTP, MO",MU,2024-07-09,282447250,45710,0.000161835528581,26228,18660,309,84,0,0,0,0,0,0,429
SAMN52959004,"Columbia WWTP, MO",MU,2024-07-16,1171553657,85766,7.320706097202682e-05,69047,15103,1041,360,0,0,0,0,0,0,215
SAMN52959005,"Columbia WWTP, MO",MU,2024-07-23,1897371822,101556,5.3524564253806024e-05,82335,16692,1981,355,0,0,0,0,0,0,193
SAMN52959006,"Columbia WWTP, MO",MU,2024-07-30,1257598979,139898,0.0001112421386595,99202,37257,2657,446,0,0,0,0,0,0,336
SAMN52959007,"Columbia WWTP, MO",MU,2024-08-06,1085060362,64508,5.945107042809845e-05,21193,42408,744,62,0,0,0,0,0,0,101
SAMN52959008,"Columbia WWTP, MO",MU,2024-08-13,731168267,39865,5.452233336598017e-05,31063,8122,555,26,0,0,0,0,0,0,99
SAMN52959009,"Columbia WWTP, MO",MU,2024-08-20,606073150,37729,6.225156154830486e-05,30124,7135,335,38,0,0,0,0,0,0,97
SAMN52959010,"Columbia WWTP, MO",MU,2024-08-27,622866975,45168,7.251628648316119e-05,44303,813,36,6,0,0,0,0,0,0,10
SAMN52959011,"Columbia WWTP, MO",MU,2024-09-03,666122090,28013,4.205385232007544e-05,19691,7890,316,35,0,0,0,0,0,0,81
SAMN52959012,"Columbia WWTP, MO",MU,2024-09-10,641624109,60661,9.454289380513288e-05,43696,15452,1280,46,0,0,0,0,0,0,187
SAMN52959013,"Columbia WWTP, MO",MU,2024-09-17,774029471,22019,2.8447237249962545e-05,11663,9757,459,78,0,0,0,0,0,0,62
SAMN52959014,"Columbia WWTP, MO",MU,2024-09-24,840182725,41855,4.9816544371344936e-05,23570,16878,1237,73,0,0,0,0,0,0,97
SAMN52959015,"Columbia WWTP, MO",MU,2024-10-01,424888461,27045,6.36519992478685e-05,19556,6480,812,142,0,0,0,0,0,0,55
SAMN52959016,"Columbia WWTP, MO",MU,2024-10-08,461738598,7969,1.725868280130222e-05,5992,1674,203,90,0,0,0,0,0,0,10
SAMN52959017,"Columbia WWTP, MO",MU,2024-10-15,1313290389,96995,7.38564759267419e-05,69303,25284,1496,633,0,0,0,0,0,0,279
SAMN52959018,"Columbia WWTP, MO",MU,2024-10-22,1192898569,142369,0.0001193471127384,85780,53937,2152,248,0,0,2,0,0,0,250
SAMN52959019,"Columbia WWTP, MO",MU,2024-10-29,932781922,95532,0.0001024162215699,75552,18241,944,657,0,0,0,0,0,0,138
SAMN52959020,"Columbia WWTP, MO",MU,2024-11-05,1093956850,21012,1.9207338936631732e-05,14198,6392,305,76,0,0,0,0,0,0,41
SAMN52959021,"Columbia WWTP, MO",MU,2024-11-12,684176972,4064,5.939983609971603e-06,2636,1343,43,33,0,0,0,0,0,0,9
SAMN52959022,"Columbia WWTP, MO",MU,2024-11-19,712044859,5462,7.670865017789561e-06,3846,1455,79,67,0,0,0,0,0,0,15
SAMN52959023,"Columbia WWTP, MO",MU,2024-11-26,895708432,60893,6.798305991608662e-05,43106,15905,1277,473,0,0,0,0,0,0,132
SAMN52959024,"Columbia WWTP, MO",MU,2024-12-03,670482539,39174,5.842657745931248e-05,29430,9075,484,117,0,0,0,0,0,0,68
SAMN52959025,"Columbia WWTP, MO",MU,2024-12-10,744651887,63288,8.499004851108367e-05,52396,9739,883,112,0,0,0,0,0,0,158
SAMN52959026,"Columbia WWTP, MO",MU,2024-12-17,981611031,38082,3.879540754671898e-05,29803,7253,825,112,0,0,0,0,0,0,89
SAMN52959027,"Columbia WWTP, MO",MU,2024-12-24,1331016203,236927,0.0001780045948847,183078,47629,4394,1570,0,0,0,0,0,0,256
SAMN52959028,"Columbia WWTP, MO",MU,2024-12-31,1513347016,66818,4.41524642356053e-05,55709,9805,948,231,0,0,0,0,0,0,125
SAMN53034969,"Columbia WWTP, MO",MU,2025-01-07,1083265308,94305,8.70562357194956e-05,76582,15536,1514,617,0,0,0,0,0,0,56
SAMN53034970,"Columbia WWTP, MO",MU,2025-01-14,789746772,42561,5.389195816807973e-05,35665,5918,500,414,0,0,0,0,0,0,64
SAMN53034971,"Columbia WWTP, MO",MU,2025-01-21,875936669,97073,0.000110821938886,51295,34704,2225,8769,0,0,0,0,0,0,80
SAMN53034972,"Columbia WWTP, MO",MU,2025-01-28,695578709,39959,5.744712925076032e-05,34915,4304,562,142,0,0,0,0,0,0,36
SAMN53034973,"Columbia WWTP, MO",MU,2025-02-04,918375993,83968,9.143096143629268e-05,73563,8483,1373,430,0,0,1,0,0,0,118
SAMN53034974,"Columbia WWTP, MO",MU,2025-02-11,943912800,33312,3.529139556111539e-05,29895,2849,478,48,0,0,0,0,0,0,42
SAMN53034975,"Columbia WWTP, MO",MU,2025-02-18,1037355018,210936,0.0002033402223345,178361,27703,3894,600,0,33,0,0,0,0,345
SAMN53034976,"Columbia WWTP, MO",MU,2025-02-25,901171659,45767,5.078610666783075e-05,38146,7079,460,31,0,0,0,0,0,0,51
SAMN53034977,"Columbia WWTP, MO",MU,2025-03-04,971837005,38462,3.957659546005866e-05,31277,6437,658,37,0,0,0,0,0,0,53
SAMN53034978,"Columbia WWTP, MO",MU,2025-03-11,699782935,14306,2.0443482234959044e-05,13055,964,264,9,0,0,0,0,0,0,14
SAMN53034979,"Columbia WWTP, MO",MU,2025-03-18,979436110,30104,3.073605280899844e-05,27512,2103,430,36,0,0,0,0,0,0,23
SAMN53034980,"Columbia WWTP, MO",MU,2025-03-26,677577104,55491,8.189621472215507e-05,52596,1750,1086,40,0,0,0,0,0,0,19
SAMN53034981,"Columbia WWTP, MO",MU,2025-04-01,801041075,58454,7.297253764421506e-05,54646,2909,856,20,0,0,0,0,0,0,23
SAMN53034982,"Columbia WWTP, MO",MU,2025-04-08,1051434795,38560,3.667369596609174e-05,34961,2809,702,37,0,0,0,0,0,0,51
SAMN53034983,"Columbia WWTP, MO",MU,2025-04-15,1079956394,358045,0.0003315365342426,343269,9251,5281,91,0,0,0,0,0,0,153
SAMN53034984,"Columbia WWTP, MO",MU,2025-04-22,645138200,119188,0.0001847480121313,110284,7264,1326,33,0,0,2,0,0,0,279
SAMN53034985,"Columbia WWTP, MO",MU,2025-04-29,627820506,126945,0.0002021995121006,119490,5712,1586,59,0,0,0,0,0,0,98
SAMN53034986,"Columbia WWTP, MO",MU,2025-05-06,693764452,119924,0.0001728598224574,112092,5873,1741,74,0,0,0,0,0,0,144
SAMN53034987,"Columbia WWTP, MO",MU,2025-05-13,927218508,334198,0.0003604306828612,318139,12400,3383,145,0,0,3,0,0,0,128
SAMN53034988,"Columbia WWTP, MO",MU,2025-05-20,988772172,332306,0.000336079442171,318999,10559,2514,162,0,0,0,0,0,0,72
SAMN53034989,"Columbia WWTP, MO",MU,2025-05-27,983962720,224112,0.0002277647266961,210979,11171,1840,41,0,0,0,0,0,0,81
SAMN53034990,"Columbia WWTP, MO",MU,2025-06-03,1161779655,489392,0.0004212433897372,466773,18510,3481,159,0,0,0,0,0,0,469
SAMN53034991,"Columbia WWTP, MO",MU,2025-06-10,1486848094,255495,0.0001718366530051,235657,16136,3289,45,0,0,0,0,0,0,368
SAMN53034992,"Columbia WWTP, MO",MU,2025-06-17,1593951146,233491,0.0001464856690156,202430,28146,2211,99,0,0,0,0,0,0,605
SAMN53034993,"Columbia WWTP, MO",MU,2025-06-24,1658510758,205641,0.0001239913573114,172430,28897,3612,115,0,0,0,0,0,0,587
SAMN55037917,"Columbia WWTP, MO",MU,2025-07-01,1084603821,176979,0.000163173867336,149823,21401,5191,198,0,0,0,0,0,0,366
SAMN55037918,"Columbia WWTP, MO",MU,2025-07-08,1066380996,129323,0.0001212727913241,102154,22117,4822,0,0,0,0,0,0,0,230
SAMN55037919,"Columbia WWTP, MO",MU,2025-07-15,1131347899,206912,0.000182889807974,184022,18925,3582,171,0,0,0,0,0,0,212
SAMN55037920,"Columbia WWTP, MO",MU,2025-07-22,952934369,169080,0.0001774308971324,129483,33734,5223,158,0,0,0,0,0,0,482
SAMN55037922,"Columbia WWTP, MO",MU,2025-07-29,850568698,53610,6.302841866395605e-05,34248,17651,1480,67,0,0,0,0,0,0,164
SAMN55037923,"Columbia WWTP, MO",MU,2025-08-05,933609155,148924,0.0001595142883961,116340,29091,2951,63,0,0,0,0,0,0,479
SAMN55037924,"Columbia WWTP, MO",MU,2025-08-12,837261778,85398,0.0001019967735825,61603,21876,1241,269,0,0,0,0,0,0,409
SAMN55037925,"Columbia WWTP, MO",MU,2025-08-19,943042264,63042,6.684960198135934e-05,41396,18938,2220,122,0,0,0,0,0,0,366
SAMN55037926,"Columbia WWTP, MO",MU,2025-08-26,1098291974,98911,9.005892999451164e-05,74672,21310,2578,149,0,0,0,0,0,0,202
SAMN55037927,"Columbia WWTP, MO",MU,2025-09-02,1104408650,75750,6.85887420385561e-05,54004,20079,1295,42,0,0,0,0,0,0,330
SAMN55037928,"Columbia WWTP, MO",MU,2025-09-10,1120999666,120301,0.0001073158214482,102636,15616,1733,73,0,0,0,0,0,0,243
SAMN55037929,"Columbia WWTP, MO",MU,2025-09-16,1221740178,63804,5.2223869812031345e-05,42298,19395,1651,71,0,0,6,0,0,0,383
SAMN55037930,"Columbia WWTP, MO",MU,2025-09-23,1042033636,141581,0.0001358698943188,106215,31891,3079,149,0,0,0,0,0,0,247
SAMN55037931,"Columbia WWTP, MO",MU,2025-09-30,1244304416,49249,3.957954288896456e-05,38042,9964,862,56,0,0,0,0,0,0,325
SAMN55037932,"Columbia WWTP, MO",MU,2025-10-07,893999083,80577,9.0130964932992e-05,61606,16408,2339,98,0,0,0,0,0,0,126
SAMN55037933,"Columbia WWTP, MO",MU,2025-10-14,1016801338,86322,8.489563966329085e-05,66218,17885,1809,113,0,0,0,0,0,0,297
SAMN55037934,"Columbia WWTP, MO",MU,2025-10-21,1415814172,187993,0.0001327808435018,144552,38846,3955,157,0,0,5,0,0,0,478
SAMN55037935,"Columbia WWTP, MO",MU,2025-10-28,1441200329,155267,0.0001077345021893,124776,27173,2669,300,0,0,0,0,0,0,349
SAMN55037936,"Columbia WWTP, MO",MU,2025-11-04,1403225947,124214,8.852031297280452e-05,87696,33020,3006,121,0,0,1,0,0,0,370
SAMN55037937,"Columbia WWTP, MO",MU,2025-11-12,1122974833,174209,0.000155131704541,153893,15972,4211,32,0,0,0,0,0,0,101
SAMN55037938,"Columbia WWTP, MO",MU,2025-11-18,1030806536,219942,0.0002133688449953,133263,78662,7181,346,0,0,0,0,0,0,490
SAMN55037939,"Columbia WWTP, MO",MU,2025-11-25,583692197,88917,0.0001523354268859,75937,10494,2364,40,0,0,0,0,0,0,82
SAMN55037940,"Columbia WWTP, MO",MU,2025-12-04,1244373366,588101,0.0004726081544885,515055,62288,7575,2843,0,0,0,1,0,0,339
SAMN55037941,"Columbia WWTP, MO",MU,2025-12-08,979112285,388633,0.0003969238318769,369991,15407,2905,125,0,0,0,0,0,0,205
SAMN55039082,"Columbia WWTP, MO",MU,2025-12-16,1147536099,761971,0.0006640061263989,713573,38623,9055,486,0,0,0,0,0,0,234
SAMN55039083,"Columbia WWTP, MO",MU,2025-12-23,1175536351,520373,0.0004426685738448,502046,14064,3659,207,0,0,0,0,0,0,397
SAMN55039084,"Columbia WWTP, MO",MU,2025-12-30,538836354,270265,0.0005015715773327,263516,4760,1897,29,0,0,0,0,0,0,63
SAMN47830421,"Boston DITP North, MA",MU,2024-03-20,610022328,404118,0.0006624642762256,378227,22034,3274,571,0,0,0,0,0,0,12
SAMN47830426,"Boston DITP North, MA",MU,2024-09-11,607136485,5749,9.469040556836244e-06,4720,980,43,4,0,0,0,0,0,0,2
SAMN47830434,"Boston DITP North, MA",MU,2024-09-23,757806422,29751,3.925936642431885e-05,22207,6917,354,269,0,0,0,0,0,0,4
SAMN47830438,"Boston DITP North, MA",MU,2024-10-02,520681500,16254,3.121678031579766e-05,12771,3189,189,104,0,0,0,0,0,0,1
SAMN47830448,"Boston DITP North, MA",MU,2024-10-16,1574011606,69175,4.3948214699504574e-05,48842,18733,984,600,0,0,0,0,0,0,16
SAMN47830453,"Boston DITP North, MA",MU,2024-10-22,1639721661,110622,6.746388892157228e-05,93775,15497,1027,301,2,0,0,0,0,0,20
SAMN47830465,"Boston DITP North, MA",MU,2024-11-06,919583399,50958,5.5414223501005153e-05,40096,9680,734,447,0,0,0,0,0,0,1
SAMN47830471,"Boston DITP North, MA",MU,2024-11-13,777301461,1754,2.256524769352003e-06,1451,267,26,10,0,0,0,0,0,0,0
SAMN47830478,"Boston DITP North, MA",MU,2024-11-19,820830150,9117,1.1107048151191815e-05,7195,1727,145,50,0,0,0,0,0,0,0
SAMN47830485,"Boston DITP North, MA",MU,2024-11-27,769601930,56653,7.361338088120439e-05,46017,9895,498,232,0,0,0,0,0,0,11
SAMN47830497,"Boston DITP North, MA",MU,2024-12-11,1028926967,59533,5.7859305771310394e-05,51944,6811,493,284,0,0,0,0,0,0,1
SAMN47830505,"Boston DITP North, MA",MU,2024-12-18,808587835,11597,1.4342288491144564e-05,9626,1846,71,54,0,0,0,0,0,0,0
SAMN47830512,"Boston DITP North, MA",MU,2024-12-26,1022413207,25395,2.4838294171213693e-05,22667,2413,243,71,0,0,0,0,0,0,1
SAMN47830520,"Boston DITP North, MA",MU,2025-01-02,921021264,58693,6.372599883861096e-05,51584,6171,745,189,0,0,0,0,0,0,4
SAMN47830528,"Boston DITP North, MA",MU,2025-01-08,1053867915,113480,0.0001076795283211,100647,11081,1408,327,0,0,0,0,0,0,17
SAMN47830536,"Boston DITP North, MA",MU,2025-01-15,628858348,112816,0.0001793981114487,101075,10175,1428,130,1,0,0,0,0,0,7
SAMN47830543,"Boston DITP North, MA",MU,2025-01-22,1077167119,242834,0.0002254376277521,223844,16365,2305,304,0,0,0,0,0,0,16
SAMN47830550,"Boston DITP North, MA",MU,2025-01-29,656678526,121223,0.0001846002194382,109670,10335,1033,175,0,0,0,0,0,0,10
SAMN47830558,"Boston DITP North, MA",MU,2025-02-05,1173286887,35372,3.0147784307419775e-05,32793,2211,335,33,0,0,0,0,0,0,0
SAMN47830565,"Boston DITP North, MA",MU,2025-02-12,1059731486,95276,8.990579336245181e-05,88310,6013,872,73,0,0,0,0,0,0,8
SAMN47830572,"Boston DITP North, MA",MU,2025-02-19,1016547576,168473,0.0001657305609472,150268,17253,829,117,0,0,4,0,0,0,2
SAMN47830580,"Boston DITP North, MA",MU,2025-02-26,856891803,44970,5.2480371317077474e-05,41499,3165,266,15,22,0,0,0,0,0,3
SAMN47830588,"Boston DITP North, MA",MU,2025-03-05,798381292,4533,5.677738250409805e-06,4067,433,23,10,0,0,0,0,0,0,0
SAMN47830597,"Boston DITP North, MA",MU,2025-03-12,800478310,216223,0.0002701172502725,196516,18416,1134,126,0,0,0,6,0,0,25
SAMN55014594,"Boston DITP North, MA",MU,2025-03-19,866472371,136450,0.0001574776121742,131978,4000,382,90,0,0,0,0,0,0,0
SAMN55014595,"Boston DITP North, MA",MU,2025-03-26,713768384,145466,0.0002038000046805,138319,6600,488,53,0,0,0,0,0,0,6
SAMN55014596,"Boston DITP North, MA",MU,2025-04-02,800323856,141738,0.0001771008060516,138533,2783,379,37,0,0,0,0,0,0,6
SAMN55014597,"Boston DITP North, MA",MU,2025-04-09,1158668249,34692,2.99412709634024e-05,32757,1694,211,27,0,0,0,0,0,0,3
SAMN55014598,"Boston DITP North, MA",MU,2025-04-23,633761796,64522,0.0001018079669794,62436,1812,252,22,0,0,0,0,0,0,0
SAMN55014599,"Boston DITP North, MA",MU,2025-04-30,590373843,207127,0.0003508404080835,200922,5045,1079,74,0,0,0,0,0,0,7
SAMN55014600,"Boston DITP North, MA",MU,2025-05-07,714857231,1080724,0.0015118039702671,1053566,22706,4054,376,0,0,2,10,0,0,10
SAMN55014601,"Boston DITP North, MA",MU,2025-05-14,1099715047,943814,0.0008582350515023,898039,40599,4737,391,0,0,0,0,0,0,48
SAMN55014602,"Boston DITP North, MA",MU,2025-05-21,1021096426,1375868,0.0013474417939055,1335465,33974,5530,865,0,0,0,0,0,0,34
SAMN55014603,"Boston DITP North, MA",MU,2025-05-28,1096619065,917368,0.0008365420858336,874664,38188,4099,394,0,0,0,0,0,0,23
SAMN55014604,"Boston DITP North, MA",MU,2025-06-04,886362249,666913,0.000752415844371,644536,19028,3045,287,0,0,0,6,0,0,11
SAMN55014605,"Boston DITP North, MA",MU,2025-06-11,1377834472,930970,0.0006756762288351,898834,27536,4295,293,0,0,0,2,0,0,10
SAMN55014606,"Boston DITP North, MA",MU,2025-06-18,1318436532,754854,0.0005725372300287,723468,27928,3059,331,12,0,0,0,0,0,56
SAMN55014607,"Boston DITP North, MA",MU,2025-06-25,1300406220,571651,0.0004395941754261,543998,23996,3472,161,0,0,0,0,0,0,24
SAMN55014608,"Boston DITP North, MA",MU,2025-07-02,1097017990,361629,0.0003296472831771,334960,23939,2463,238,0,0,0,0,0,0,29
SAMN55951677,"Boston DITP North, MA",MU,2025-07-09,936147018,294309,0.0003143833119596,272455,18467,3187,173,0,0,0,0,0,0,27
SAMN55951678,"Boston DITP North, MA",MU,2025-07-16,1091293841,319760,0.0002930099923472,283222,33268,2857,375,0,0,0,0,0,0,38
SAMN55951679,"Boston DITP North, MA",MU,2025-07-23,957966795,95579,9.977276926388665e-05,84343,9719,1380,103,0,0,0,0,0,0,34
SAMN55951680,"Boston DITP North, MA",MU,2025-07-30,938078755,122047,0.0001301031489621,103573,15736,2627,94,0,0,0,0,0,0,17
SAMN55951681,"Boston DITP North, MA",MU,2025-08-06,1142254878,70476,6.169901425450511e-05,61955,8011,427,76,0,0,0,0,0,0,7
SAMN55951682,"Boston DITP North, MA",MU,2025-08-13,978769444,184187,0.0001881822130115,164100,17916,2026,143,0,0,0,0,0,0,2
SAMN55951683,"Boston DITP North, MA",MU,2025-08-20,631524816,83477,0.0001321832458283,70667,12004,749,51,0,0,0,0,0,0,6
SAMN55951684,"Boston DITP North, MA",MU,2025-08-27,977368312,97670,9.99316212740075e-05,78546,18052,926,145,0,0,0,0,0,0,1
SAMN55951685,"Boston DITP North, MA",MU,2025-09-03,984322829,134994,0.0001371440304164,116563,17256,990,177,1,0,0,0,0,0,7
SAMN55951686,"Boston DITP North, MA",MU,2025-09-10,945405964,111291,0.0001177176834479,93531,16896,663,182,0,0,0,0,0,0,19
SAMN55951687,"Boston DITP North, MA",MU,2025-09-17,1331720924,51738,3.88504821600295e-05,42651,8391,573,97,0,0,0,0,0,0,26
SAMN55951688,"Boston DITP North, MA",MU,2025-09-24,981880433,175468,0.0001787060767306,149642,24196,1427,150,7,0,0,0,0,0,46
SAMN55951689,"Boston DITP North, MA",MU,2025-10-01,875597665,70196,8.016924074369248e-05,54144,14861,985,200,0,0,0,0,0,0,6
SAMN55951690,"Boston DITP North, MA",MU,2025-10-08,1076585073,89145,8.280348876804462e-05,71997,15929,1050,157,0,0,0,0,0,0,12
SAMN55951691,"Boston DITP North, MA",MU,2025-10-15,864334906,7183,8.310436093853649e-06,6351,767,59,6,0,0,0,0,0,0,0
SAMN55951692,"Boston DITP North, MA",MU,2025-10-22,1225979492,80973,6.604759747481975e-05,63926,15699,1053,271,0,0,4,0,0,0,20
SAMN55951693,"Boston DITP North, MA",MU,2025-10-29,1020357472,112833,0.0001105818334223,92254,18817,1502,244,5,0,0,0,0,0,11
SAMN55951694,"Boston DITP North, MA",MU,2025-11-05,1457169498,150921,0.0001035713417053,124208,24626,1747,326,0,0,0,0,0,0,14
SAMN55951695,"Boston DITP North, MA",MU,2025-11-12,1130262256,217410,0.0001923535877146,196803,18254,2115,210,0,0,0,0,0,0,28
SAMN55951696,"Boston DITP North, MA",MU,2025-11-19,872451691,170403,0.0001953151122954,149422,18301,2503,157,1,0,0,0,0,0,19
SAMN55951697,"Boston DITP North, MA",MU,2025-11-26,561667871,124887,0.0002223502650732,110638,11926,2168,143,0,0,0,0,0,0,12
SAMN55951698,"Boston DITP North, MA",MU,2025-12-03,638927886,133263,0.0002085728341492,118432,12541,2131,145,0,0,0,0,0,0,14
SAMN55951699,"Boston DITP North, MA",MU,2025-12-10,903382452,286071,0.0003166665451234,261474,20870,3380,303,0,0,2,0,0,0,42
SAMN55951700,"Boston DITP North, MA",MU,2025-12-17,1258905201,433484,0.0003443341084425,392471,33316,7004,631,0,0,0,0,0,0,62
SAMN55951701,"Boston DITP North, MA",MU,2025-12-23,1169607542,113596,9.712317672452218e-05,103678,8291,1465,146,0,0,0,0,0,0,16
SAMN55951702,"Boston DITP North, MA",MU,2025-12-30,812866176,111850,0.0001375995253614,101304,8981,1456,95,0,0,0,0,0,0,14
SAMN47830599,"Boston DITP North, MA",SB,2025-02-12,635175667,97393,0.0001533323851337,88790,7972,619,12,0,0,0,0,0,0,0
SAMN47830603,"Boston DITP North, MA",SB,2025-02-19,924352232,269874,0.0002919601323578,249361,19483,924,92,0,0,0,0,0,0,14
SAMN47830605,"Boston DITP North, MA",SB,2025-02-26,1009466743,353130,0.0003498183594939,329397,19536,2186,40,1955,0,0,0,0,0,16
SAMN55951744,"Boston DITP North, MA",SB,2025-03-19,1052614523,898335,0.0008534320782879,863649,32573,1967,145,0,0,0,0,0,0,1
SAMN55951746,"Boston DITP North, MA",SB,2025-03-26,2373214222,1573330,0.0006629532156916,1531106,39135,2808,263,0,0,0,0,0,0,18
SAMN55951750,"Boston DITP North, MA",SB,2025-04-02,2674785713,1558260,0.0005825737712096,1487211,66255,4537,238,0,0,0,0,0,0,19
SAMN55951754,"Boston DITP North, MA",SB,2025-04-09,2968071392,15102,5.088152542659594e-06,14921,159,22,0,0,0,0,0,0,0,0
SAMN55951600,"Boston DITP North, MA",SB,2025-04-23,3252464566,208084,6.397733035287432e-05,205781,2200,92,11,0,0,0,0,0,0,0
SAMN55951604,"Boston DITP North, MA",SB,2025-04-30,1071124850,93530,8.731941939354689e-05,92551,916,61,2,0,0,0,0,0,0,0
SAMN55951606,"Boston DITP North, MA",SB,2025-05-07,1310703801,1934013,0.0014755530567046,1891704,38858,3337,114,0,0,0,0,0,0,0
SAMN55951608,"Boston DITP North, MA",SB,2025-05-14,879597514,1622,1.844025220835265e-06,1527,86,9,0,0,0,0,0,0,0,0
SAMN55951610,"Boston DITP North, MA",SB,2025-05-21,222909783,177,7.940432116431606e-07,170,6,1,0,0,0,0,0,0,0,0
SAMN55951612,"Boston DITP North, MA",SB,2025-05-28,1377647257,907,6.58368820749592e-07,859,44,3,1,0,0,0,0,0,0,0
SAMN55951614,"Boston DITP North, MA",SB,2025-06-04,1462062850,6313,4.3178718343058914e-06,6078,213,21,1,0,0,0,0,0,0,0
SAMN55951616,"Boston DITP North, MA",SB,2025-06-11,1342901009,9666,7.197849979424656e-06,9130,490,44,2,0,0,0,0,0,0,0
SAMN55951618,"Boston DITP North, MA",SB,2025-06-18,1407811976,15098,1.0724443503384433e-05,14535,514,47,1,1,0,0,0,0,0,0
SAMN55951620,"Boston DITP North, MA",SB,2025-06-25,1717957070,3208,1.8673342052720793e-06,3034,157,16,1,0,0,0,0,0,0,0
SAMN55951622,"Boston DITP North, MA",SB,2025-07-02,1280403212,14371,1.1223808145211055e-05,13181,1117,71,2,0,0,0,0,0,0,0
SAMN55951624,"Boston DITP North, MA",SB,2025-07-09,1384189606,63626,4.596624604331843e-05,58366,5132,117,11,0,0,0,0,0,0,0
